,university,career,inscription_date,first_name,last_name,gender,birth_dates,age,location,postal_code,email
445,UNIVERSIDAD-DEL-CINE,ACTUARIO-,2021-02-14,,LINDA-PHILLIPS,F,12-08-1918,,ALEJANDRO-KORN,,DEAN48@HOTMAIL.COM
446,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2021-01-22,,NATALIE-ROBERSON,F,27-02-2007,,AGUA-LOS-MATOS,,ODONNELLKATELYN@GMAIL.COM
447,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2021-01-22,,JEFFREY-CAMPBELL,M,20-08-1959,,CANNING,,GILBERTCARLA@HOTMAIL.COM
448,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-09-05,,ANDREW-ALLEN,M,18-08-1998,,CAMPO-YAGUARETE,,SANCHEZMICHELE@YAHOO.COM
449,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,2020-09-07,,LORI-MURRAY,F,16-06-1973,,LA-ORIENTAL,,ELIZABETH52@HOTMAIL.COM
450,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,2021-01-11,,RANDALL-JOHNSON,M,10-09-1958,,LA-CHIRLANDIA,,SEAN46@YAHOO.COM
451,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2021-02-01,,MIKE-MARTIN,M,18-12-1949,,VILLARS,,WKELLY@HOTMAIL.COM
452,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,2020-09-11,,PARKER-PRUITT,M,24-10-1957,,ALGARROBAL,,MACDONALDANGEL@YAHOO.COM
453,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2021-01-24,,ANTONIO-ROBERTSON,M,03-08-1907,,ADROGUE,,SHERYLELLIOTT@HOTMAIL.COM
454,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-10-28,,BRITTANY-GAMBLE,F,10-12-2014,,COLONIA-GOBERNADOR-AYALA,,MATTHEWRAMSEY@HOTMAIL.COM
455,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2020-12-11,,MARY-MARSHALL,F,05-10-1973,,CAÑADON-DE-LOS-INDIOS,,KMYERS@HOTMAIL.COM
456,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,2020-12-01,,STEPHANIE-HARPER,F,13-07-1964,,CAÑADA-DE-GOMEZ,,WHITEMARY@HOTMAIL.COM
457,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-09-11,,WILLIAM-BEST,M,09-12-1927,,CAÑADA-RICA,,CHRISTOPHERHALL@GMAIL.COM
458,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2021-02-19,,THOMAS-BELL,M,09-01-2005,,SAN-GERONIMO,,YGRANT@HOTMAIL.COM
459,UNIVERSIDAD-DEL-CINE,ACTUARIO-,2021-01-04,,AMY-VANG,F,30-04-1906,,KILOMETRO-408,,MPHILLIPS@GMAIL.COM
460,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2020-11-22,,MICHAEL-TAYLOR,M,02-07-1926,,ALTILLO-DEL-MEDIO,,LINDSEYDAVIS@GMAIL.COM
461,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2021-01-27,,MARY-RIVERS,F,03-11-2015,,APEADERO-GUANACACHE,,PAULA50@YAHOO.COM
462,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2020-10-11,,WILLIAM-FRAZIER,M,05-11-1956,,BARRIO-JARDIN-LUZURIAGA,,DONNABENTON@HOTMAIL.COM
463,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2020-11-12,,BENJAMIN-PAGE,M,28-01-1919,,NORDELTA,,MURRAYSARAH@YAHOO.COM
464,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-09-25,,RACHEL-HAYES,F,21-07-1996,,ALDEA-MARIA-LUISA,,ASANCHEZ@GMAIL.COM
465,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-12-04,,CHARLOTTE-FERNANDEZ-DVM,F,30-06-1962,,ARROYO-CASTILLO,,ROWEAARON@YAHOO.COM
466,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2021-01-06,,BREANNA-BLAIR,F,21-05-1962,,DON-TORCUATO,,TERESA49@GMAIL.COM
467,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-12-23,,CHRISTOPHER-SCHMIDT,M,07-09-2008,,CHACABUCO,,LISASIMPSON@GMAIL.COM
468,UNIVERSIDAD-DEL-CINE,ACTUARIO-,2020-10-27,,JOSEPH-FULLER,M,02-05-1912,,LLAVALLOL,,RODRIGUEZJENNIFER@GMAIL.COM
469,UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,2020-12-14,,HAROLD-EVERETT,M,17-01-1969,,EL-RETIRO,,CONEAL@GMAIL.COM
470,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-09-11,,JUSTIN-ALEXANDER,M,14-04-2017,,20-DE-JUNIO,,CODY19@YAHOO.COM
471,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2021-02-19,,KRISTI-STONE,F,03-10-2012,,DRABBLE,,QHARRIS@GMAIL.COM
472,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2020-10-18,,SCOTT-NEAL,M,15-06-1933,,COMANDANTE-NICANOR-OTAMENDI,,WARRENPETER@YAHOO.COM
473,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,2020-11-03,,JAMES-JOHNSON,M,04-08-1936,,BARRIO-JARDIN-LUZURIAGA,,LUIS09@YAHOO.COM
474,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-12-12,,TRISTAN-MEJIA,M,24-03-1942,,CUARTEL-V,,CHRISTOPHER62@YAHOO.COM
475,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2020-12-21,,RICHARD-WASHINGTON,M,15-02-1948,,AGUADA-GUZMAN,,MARK75@GMAIL.COM
476,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2021-02-20,,KURT-KING,M,06-12-1937,,VALLE-HONDO,,ANTONIOREYES@YAHOO.COM
477,UNIVERSIDAD-DEL-CINE,FARMACIA,2021-02-19,,WILLIAM-TUCKER,M,27-07-1918,,BAJO-DE-RACO,,KATHERINE21@GMAIL.COM
478,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-09-14,,KATHERINE-HUMPHREY,F,04-11-2015,,LOS-MOLINOS,,KROBERTS@GMAIL.COM
479,UNIVERSIDAD-DEL-CINE,MEDICINA,2021-02-08,,STEVEN-MARTIN,M,07-07-1986,,ISIDRO-CASANOVA,,VTRAN@YAHOO.COM
480,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,2020-12-08,,SEAN-GUTIERREZ,M,06-02-1950,,VILLA-ELOISA,,AMANDAMCKNIGHT@HOTMAIL.COM
481,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2021-01-18,,JAVIER-BURNS,M,20-01-1960,,ARROYO-GRANDE,,YJEFFERSON@HOTMAIL.COM
482,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-11-17,,MICHAEL-TAYLOR,M,24-07-1951,,ZONA-DELTA-TIGRE,,UDAVIS@GMAIL.COM
483,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2020-09-18,,DANNY-GREEN,M,06-05-1960,,LA-LIMPIA,,BELINDA46@YAHOO.COM
484,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-12-20,,STACY-PARKER,F,05-05-1989,,EL-TALAR,,ANGELA10@HOTMAIL.COM
485,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-12-19,,MICHAEL-WEBB,M,24-07-1984,,4-DE-FEBRERO,,VREED@GMAIL.COM
486,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2021-02-19,,HEATHER-PHILLIPS,F,21-12-1992,,ALGARROBAL-ABAJO,,CDELACRUZ@HOTMAIL.COM
487,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,2021-01-20,,MELISSA-RODRIGUEZ,F,11-11-2014,,ARROYO-CARABALLO,,MICHAEL22@YAHOO.COM
488,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,2020-10-14,,SHANNON-SERRANO,F,07-10-1926,,COLONIA-FALCO,,GHOFFMAN@GMAIL.COM
489,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2020-12-06,,JERRY-MILLER,M,28-10-1931,,LA-MOROCHA,,UBRADLEY@HOTMAIL.COM
490,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,2020-10-10,,JIMMY-BLACKBURN,M,08-05-1997,,BARRIO-DON-SANTIAGO,,MEYERSTANNER@GMAIL.COM
491,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-10-27,,LISA-SHANNON,F,21-08-1978,,COLONIA-DURAN,,XWARD@GMAIL.COM
492,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2021-02-06,,SHARON-BECK,F,13-08-1968,,CAA-YARI,,HANSENMONIQUE@YAHOO.COM
493,UNIVERSIDAD-DEL-CINE,FARMACIA,2020-09-03,,AMY-JOHNS,F,22-11-2018,,ALTO-VERDE,,TRACY57@HOTMAIL.COM
494,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2020-11-20,,COLTON-HARRISON,M,18-05-1949,,ACHERAL,,JOAN38@YAHOO.COM
495,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-10-27,,CHRISTOPHER-DAY,M,27-07-1970,,ACHAVAL-RODRIGUEZ,,IKELLY@GMAIL.COM
496,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2021-02-12,,JULIE-DELACRUZ,F,14-12-1923,,COLONIA-LEIVA,,QKLEIN@YAHOO.COM
497,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2020-09-21,,KIMBERLY-SULLIVAN,F,05-04-1917,,CAMPO-LARGO,,MAYOCHASE@YAHOO.COM
498,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-10-05,,ROBERT-MARSHALL,M,08-07-1959,,CHIVILCOY,,SHERRY85@HOTMAIL.COM
499,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2020-12-15,,JESUS-COLE,M,18-04-1941,,EMPALME-FRONTERA,,OBECKER@GMAIL.COM
500,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2021-02-16,,JAMES-FRANK,M,21-11-1948,,DIEGO-LOPEZ,,TERRI56@YAHOO.COM
501,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2021-01-06,,SHERRI-MILLER,F,29-05-1932,,ALBARIÑO,,UHARRIS@HOTMAIL.COM
502,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2021-02-07,,AMANDA-JOHNSON,F,12-02-1996,,ASAMBLEA,,MISTYROCHA@HOTMAIL.COM
503,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2020-11-26,,MORGAN-JOHNSON,F,19-11-2001,,CHANILAO,,STACYJENKINS@GMAIL.COM
504,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-11-17,,KAREN-WEISS,F,09-07-1961,,CALLE-LARGA-VIEJA,,DCOLON@YAHOO.COM
505,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-09-06,,TERRENCE-MAY,M,13-02-1979,,ALTO-CALILEGUA,,HJOHNSON@YAHOO.COM
506,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,2020-10-07,,DAVID-FORD,M,09-05-1921,,BAÑADO-NORTE,,SANDRAMCDONALD@HOTMAIL.COM
507,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-11-19,,MRS.-LORI-PAYNE,F,26-07-2004,,ALDEA-APELEG,,ZLEWIS@YAHOO.COM
508,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,2020-11-13,,DANNY-THOMAS,M,29-09-1949,,CERVANTES,,ANDERSONTANYA@GMAIL.COM
509,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-09-30,,STACEY-KRUEGER,F,04-05-1965,,CHEROGUITA,,JACQUELINELEE@YAHOO.COM
510,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-11-09,,CHRISTIAN-JOHNSON,M,28-10-2004,,ARROYO-CLARO,,QSCHAEFER@HOTMAIL.COM
511,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2020-11-13,,JENNIFER-YU,F,22-03-1942,,BALCARCE,,DAVIDANDREWS@HOTMAIL.COM
512,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-12-09,,JENNIFER-WEBB,F,24-08-1940,,GENERAL-GALARZA,,MARIAMORALES@YAHOO.COM
513,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-09-19,,DAVID-HUBER-JR.,M,02-02-1925,,CAÑADON-CALIENTE,,RYANCHAVEZ@GMAIL.COM
514,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-12-23,,JACQUELINE-LARSON-MD,F,13-04-1968,,CAMARON-CHICO,,OCOBB@GMAIL.COM
515,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2020-09-23,,MARIO-WHITE,M,06-03-1967,,ASTURIAS,,DAVID97@GMAIL.COM
516,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-12-15,,CARLY-JONES,F,30-05-2012,,CUPILES,,BRENDATHOMPSON@HOTMAIL.COM
517,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-12-29,,KAYLA-RAY,F,15-10-1955,,ALDEA-MARIA-LUISA,,CARSONHEATHER@GMAIL.COM
518,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2020-12-09,,DARRYL-RICE,M,01-09-2016,,BELLA-VISTA,,KJOYCE@GMAIL.COM
519,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-10-20,,LEROY-LEE,M,20-01-1984,,BALNEARIO-CHAPALCO,,TAYLOR75@GMAIL.COM
520,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2021-01-05,,DANIELLE-AYALA,F,11-11-1974,,COLONIA-DOS-ROSAS-Y-LA-LEGUA,,GUZMANNANCY@YAHOO.COM
521,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-09-03,,BRIAN-JENKINS,M,08-04-1933,,ARBOLEDA,,BETHANYHAAS@YAHOO.COM
522,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-09-03,,DAVID-BLAKE,M,07-04-2017,,ALGARROBITOS-1RO,,ASHLEY16@HOTMAIL.COM
523,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,2020-09-06,,PAMELA-HOPKINS,F,30-05-1945,,SAN-GERONIMO,,RYAN25@HOTMAIL.COM
524,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2020-11-14,,KEVIN-BLAIR,M,14-04-2017,,AGUA-SALADA,,CHRISTINEHARVEY@HOTMAIL.COM
525,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2021-01-15,,ANDREW-PINEDA,M,02-10-1942,,CUTRAL-CO,,MELISSAPARKER@HOTMAIL.COM
526,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2021-01-28,,RICHARD-DUKE,M,08-02-1968,,DON-TORCUATO,,DENISE75@GMAIL.COM
527,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2020-09-09,,CAROLYN-DECKER,F,13-05-1916,,AGUADA-DE-PIEDRA,,WFREEMAN@HOTMAIL.COM
528,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2021-01-15,,KEITH-SMITH,M,03-03-1981,,BOCAYUBA,,VANESSA36@HOTMAIL.COM
529,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-09-20,,ASHLEY-SHIELDS,F,12-11-1936,,HUANGUELEN,,MCOOLEY@YAHOO.COM
530,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-09-12,,MARCUS-PONCE,M,25-11-1979,,ACASSUSO,,KIMPAMELA@HOTMAIL.COM
531,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,2021-01-28,,KATELYN-KLINE,F,19-11-1956,,ARROYO-PAREJA,,RODRIGUEZPATRICK@GMAIL.COM
532,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2021-02-02,,STACIE-BROCK,F,28-01-1999,,CARRO-QUEMADO,,TIM78@YAHOO.COM
533,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2021-01-10,,CONNIE-HARRINGTON,F,11-11-1938,,BALDE-AHUMADA,,JACKSONMICHELE@YAHOO.COM
534,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,2020-09-08,,RONALD-STARK,M,10-03-1975,,AGUA-COLORADA,,VICKIPRICE@HOTMAIL.COM
535,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-10-15,,KENDRA-WRIGHT,F,07-02-1917,,LOS-MOLINOS,,KRISTENBAILEY@YAHOO.COM
536,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-09-18,,CATHERINE-JOSEPH,F,02-06-1915,,ALDEA-SANTA-MARIA,,PRODRIGUEZ@GMAIL.COM
537,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2021-02-05,,KYLE-BRADLEY,M,10-09-1919,,JUAN-VELA,,SMITHKRISTEN@HOTMAIL.COM
538,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2021-02-18,,KENNETH-WATSON,M,10-03-1969,,COLONIA-LOMA-NEGRA,,COURTNEY55@HOTMAIL.COM
539,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-02-02,,JOANNE-SINGH,F,20-08-1926,,AMERICA-UNIDA,,GREENEDWARD@HOTMAIL.COM
540,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-09-07,,THEODORE-MYERS,M,03-03-1946,,BARRIO-VILLA-ADELA,,PAUL12@HOTMAIL.COM
541,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-11-08,,CLAYTON-DORSEY,M,06-02-1932,,QUILMES-OESTE,,BRIANHOLMES@HOTMAIL.COM
542,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,2020-11-17,,SHAUN-OWENS,M,12-08-2004,,CULULU,,RONALDBROWN@YAHOO.COM
543,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2020-10-02,,LAURA-BIRD,F,19-06-1951,,BARRIO-JARDIN-LUZURIAGA,,GARYNELSON@GMAIL.COM
544,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-09-27,,PAUL-KHAN,M,14-02-1970,,GONZALEZ-MORENO,,CLUCAS@GMAIL.COM
545,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2020-10-23,,BRENDAN-PRUITT,M,20-12-1965,,CAMPO-SALUSSO,,STEVENHERNANDEZ@HOTMAIL.COM
546,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,2020-10-05,,KYLE-MACDONALD,M,10-09-1996,,ALTO-RIO-PICO,,SAMUEL37@HOTMAIL.COM
547,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2021-01-04,,KELLY-SMITH,F,24-09-2021,,AGUA-CERCADA,,JTHOMAS@HOTMAIL.COM
548,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-10-14,,MRS.-EMILY-MARTIN,F,10-11-1916,,ACASAPE,,IBARRASTEPHEN@YAHOO.COM
549,UNIVERSIDAD-DEL-CINE,ACTUARIO-,2020-11-10,,ETHAN-BROWN,M,06-01-1998,,CAMPO-LA-FLOR-LOS-RALOS,,VANGCHRISTOPHER@HOTMAIL.COM
550,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-09-18,,TRAVIS-BALDWIN,M,05-02-1953,,BARRIO-TROCHA,,OMILLER@HOTMAIL.COM
551,UNIVERSIDAD-DEL-CINE,FARMACIA,2020-10-04,,MARY-SMITH,F,21-10-1917,,CAÑADON-BOTELLO,,LYONSJUSTIN@YAHOO.COM
552,UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,2020-12-24,,ASHLEY-POOLE,F,07-07-1906,,BOWEN,,ROBINSONKATHERINE@HOTMAIL.COM
553,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2020-10-23,,MICHAEL-PETERSON,M,18-09-2000,,LA-PASTORA,,VHUYNH@YAHOO.COM
554,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2020-09-20,,TIMOTHY-WILSON,M,01-01-1982,,BATERIAS,,DIANEMCLAUGHLIN@GMAIL.COM
555,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2020-11-03,,JOSEPH-BATES,M,19-01-2007,,ISLA-GRAN-MALVINA,,JEREMYBERRY@YAHOO.COM
556,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2020-09-19,,DANIELLE-CARPENTER,F,24-08-1943,,AGUSTONI,,YHARRIS@GMAIL.COM
557,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2021-02-03,,DANIELLE-LANE,F,24-03-1979,,VILLA-LERGA,,WKING@HOTMAIL.COM
558,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2020-10-25,,JESUS-JOHNSON,M,21-05-1937,,JUAN-E-BARRA,,AMANDA49@YAHOO.COM
559,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-09-09,,MR.-DAVID-PAGE,M,07-08-1954,,CAMPO-YAGUARETE,,ANDREWHUDSON@YAHOO.COM
560,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-10-01,,ASHLEY-JONES,F,26-09-1927,,COLONIA-RIVAS,,WRICH@YAHOO.COM
561,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2021-01-26,,JEREMY-WALKER,M,14-01-1988,,GENERAL-HORNOS,,JESSICAMOSLEY@YAHOO.COM
562,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2021-01-09,,ALLEN-DUNCAN,M,16-07-1940,,GREGORIO-DE-LAFERRERE,,GARZALINDSEY@YAHOO.COM
563,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2020-12-10,,MAKAYLA-RAMOS,F,06-06-1911,,KILOMETRO-125,,MARTINKAISER@YAHOO.COM
564,UNIVERSIDAD-DEL-CINE,FARMACIA,2020-11-19,,DANIEL-GONZALES,M,28-10-1912,,BALNEARIO-ORIENTE,,BLACKTARA@GMAIL.COM
565,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2021-02-08,,KIRSTEN-COLEMAN,F,30-11-1973,,SAN-GERONIMO,,TREVORDYER@HOTMAIL.COM
566,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2021-02-17,,LUCAS-JONES,M,02-05-1983,,COLONIA-EGIDO,,UBROWN@HOTMAIL.COM
567,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2021-01-08,,JARED-GILLESPIE,M,22-02-1950,,PUNTA-LARA,,CHARLES01@YAHOO.COM
568,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2020-11-23,,CAITLYN-KRAUSE,F,30-08-1951,,AGUADA-A-PIQUE,,BARRJOSHUA@HOTMAIL.COM
569,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2021-02-10,,MICHAEL-GIBBS,M,12-01-1935,,COLONIA-ZAPATA,,JESSICA48@GMAIL.COM
570,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2021-02-06,,CINDY-GARCIA,F,14-02-1960,,ARANGUREN,,OWOODS@HOTMAIL.COM
571,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,2020-12-23,,CHRISTOPHER-CONWAY,M,06-07-1938,,VILLA-SABOYA,,RENEE07@HOTMAIL.COM
572,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,2020-09-10,,JENNIFER-GONZALES,F,10-04-1980,,CAÑADA-LA-RICA,,AMANDA95@YAHOO.COM
573,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2020-11-04,,HANNAH-WILLIS,F,15-05-1934,,CHOCORI,,QTYLER@YAHOO.COM
574,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-10-31,,RONALD-HAWKINS,M,28-07-2001,,COLONIA-JAPONESA,,ROGERSJENNIFER@HOTMAIL.COM
